"","baseMean","log2FoldChange","lfcSE","pvalue","padj","significance"
"cenpl",903.457245294389,-0.917390570418224,0.395421256954029,0.0025690373688081,0.0428055547876224,"Significant"
"dync2i2",7362.42847090237,-0.773855259770312,0.316061966722579,0.00257120331065071,0.0428055547876224,"Significant"
"ENSDARG00000112246",692.442239623229,-0.836004129347355,0.350963979292799,0.00258528446732498,0.0429702307680273,"Significant"
"sfr1",2773.97351406922,-0.75900734610376,0.308384935963238,0.00258527513862133,0.0429702307680273,"Significant"
"pde4ca",2227.0942877077,-1.28544036055346,0.641270260955854,0.00259624139842896,0.0429965386395599,"Significant"
"pola1",2664.13943341726,-0.80006977534041,0.330854057645317,0.00259384947366656,0.0429965386395599,"Significant"
"stpg1",2203.85267263915,-0.819565529770905,0.341748174966727,0.00259343717052732,0.0429965386395599,"Significant"
"ufsp2",917.300899452399,-0.972905002750578,0.431791769429013,0.00259517121668306,0.0429965386395599,"Significant"
"cp110",6762.32699648805,-0.650697081912807,0.252145386780173,0.00260424625279408,0.0430459901596036,"Significant"
"si:ch211-11k18.4",1623.55820311074,-0.94384648094876,0.414651954679879,0.00260364263072877,0.0430459901596036,"Significant"
"ENSDARG00000115132",1303.15922919815,-0.769417431916025,0.314854738780801,0.00263712044580742,0.0433171772078004,"Significant"
"si:dkey-13m3.2",693.529945721081,-0.834391592582014,0.350746039477817,0.00263404629422514,0.0433171772078004,"Significant"
"ENSDARG00000110161",803.525716490991,-1.04454697040784,0.477516737808653,0.00265386503652683,0.0434681834632673,"Significant"
"tdrd6a",29469.9881751932,-0.647282546552174,0.252313560264946,0.00266721494906456,0.0436304742151819,"Significant"
"hddc2",3519.34002666912,-0.775692779067481,0.319441937901217,0.00268423620753838,0.0438243228839585,"Significant"
"si:dkeyp-117h8.4",1054.24971526065,-0.873030948662475,0.373936163164656,0.00268959807826053,0.0438551506587111,"Significant"
"cct7",19065.3301355402,-0.568261050290873,0.212726445427048,0.00271012697756273,0.0440920877921682,"Significant"
"spata17",2344.10973324117,-0.793632284512794,0.329936275654061,0.00271245926708188,0.0440920877921682,"Significant"
"kcnab2a",585.64825018767,-1.35642920701394,0.696422068480044,0.00271461783989746,0.0440929758684177,"Significant"
"maf1a",39143.124689236,-0.679245274491354,0.269243631045079,0.00272417916080432,0.0441916587474048,"Significant"
"ENSDARG00000116951",704.951681923372,-2.09056833529077,1.38566690307071,0.00273267694893263,0.0443011662661041,"Significant"
"tpd52",6392.37180988643,-0.767924675567928,0.316656195841426,0.00275853876342785,0.0445382416624415,"Significant"
"tsga10",8138.24197037479,-0.832352553615265,0.354893146582799,0.00275524575977783,0.0445382416624415,"Significant"
"faah2a",1367.97116456922,-0.860723500345376,0.368903247742747,0.00277048436655584,0.0446287364129754,"Significant"
"kif3a",3788.42404971352,-0.778334751737161,0.322372474867436,0.00276966271999449,0.0446287364129754,"Significant"
"si:ch211-223a21.5",63.1344840921388,-0.546013008326145,1.29720761475732,0.0027699415382647,0.0446287364129754,"Significant"
"sycp1",55835.9717427981,-0.72873541597115,0.293493852798011,0.00277800873099157,0.0446606473818735,"Significant"
"ENSDARG00000109542",779.225394264806,-1.05923489206013,0.491967060251586,0.00279250130506267,0.0447850205777536,"Significant"
"tmem150b",1377.41057669489,-1.50664560598133,0.82278649388276,0.00279530663080128,0.0447850205777536,"Significant"
"ccdc36",1947.55588625996,-0.769077770112087,0.317865218006222,0.00279896495434737,0.0448028765261853,"Significant"
"cep72",4940.55070244457,-0.862877669629775,0.369424624519759,0.00281072766675378,0.0449312181295813,"Significant"
"iqgap3",2103.59361554573,-0.838980677019286,0.357358315750025,0.00281229907993081,0.0449312181295813,"Significant"
"sesn4",1158.81012964277,-0.855318786710876,0.367894103882085,0.00285827166094489,0.04549370870261,"Significant"
"zmynd10",2153.89358944679,-0.874708427352453,0.379729918747883,0.0028812487525436,0.0457159337426426,"Significant"
"rad1",7162.02585588379,-0.659794858542876,0.261554187598857,0.0028921146586196,0.045773762277965,"Significant"
"si:dkeyp-118g6.3",1459.0947076498,-0.819964217162208,0.348311228888642,0.00289041023355221,0.045773762277965,"Significant"
"hspa8b",3767.04271239143,-0.825006192090438,0.35085520629068,0.00293301822018854,0.0462112488728752,"Significant"
"tyms",1916.98629503632,-0.712939177829163,0.289823590954163,0.00293433684422517,0.0462112488728752,"Significant"
"ENSDARG00000114691",6266.04621595052,-0.749573480033707,0.309637891019483,0.00293921568479581,0.0462306536526041,"Significant"
"ndrg3b",2658.58868020116,-0.758757369791471,0.314725681887839,0.00294114762881109,0.0462323608980193,"Significant"
"tmem199",2559.03825722184,-0.793718708780504,0.335845441563434,0.00302028011231584,0.0472010796581767,"Significant"
"mis18a",1696.90568307751,-0.755062941493236,0.314246923979088,0.00302854549919665,0.0472546283890037,"Significant"
"stag3",4257.31658225865,-0.75948341044535,0.316718323487729,0.00302803496240686,0.0472546283890037,"Significant"
"faim2b",194.437636874981,-1.11929839463762,0.54337143792515,0.00304945326273377,0.0474931741256847,"Significant"
"ift140",1553.66222771349,-0.716828909455745,0.293994393346523,0.00307036952927588,0.0477602573096872,"Significant"
"mtss1",2133.97302572107,-0.802842195547855,0.342391621382714,0.00308184588851307,0.0478800260436574,"Significant"
"scaper",4518.69753743514,-0.863028480831842,0.378067275349768,0.00310675980399126,0.0481785289481335,"Significant"
"hpcal4",421.441611857847,-1.40925613020456,0.774595107539199,0.0031403995807365,0.0485108201635291,"Significant"
"si:dkey-174n20.1",1124.18581568451,-0.867106227051015,0.381422141826473,0.00314124889814029,0.0485108201635291,"Significant"
"ppid",6026.86305687478,-0.623896978860303,0.246689817012705,0.00316132797309895,0.0486589320546845,"Significant"
"st7l",1462.81136743112,-0.709098375173087,0.291062881002764,0.00315817959320761,0.0486589320546845,"Significant"
"ENSDARG00000110103",908.384093592172,-0.787866625189709,0.335378136699422,0.00317642947930069,0.048722546550314,"Significant"
"psmb7",7699.77650840773,-0.723254025952756,0.299163329294648,0.003175424097519,0.048722546550314,"Significant"
"cops2",6991.90744905051,-0.576194744772591,0.222131001891318,0.00321396435328909,0.0491792795278484,"Significant"
"cops9",1281.22715837214,-0.883098369079279,0.390928778548068,0.00321655171675666,0.0491891850291708,"Significant"
"mlst8",1981.42221100866,-0.682072496067215,0.277632588595129,0.00323069560941132,0.0493757005284051,"Significant"
"dnajc18",2900.30637528259,-0.71540927813594,0.295949375430045,0.0032496371867822,0.0495457311310058,"Significant"
"fancd2",3443.67656172893,-0.749326050909731,0.314934450511492,0.00325528845251975,0.0496020665346384,"Significant"
