"","baseMean","log2FoldChange","lfcSE","pvalue","padj","significance"
"sash3",567.962792497733,1.11087922354922,0.350285670645853,0.000162137134466741,0.00610879831205375,"Significant"
"sox9b",805.243563223688,2.22895065919313,0.770098870330857,0.000162146372076994,0.00610879831205375,"Significant"
"wnt7aa",374.038381802389,2.05158013361707,0.702248336774727,0.000161847413671425,0.00610879831205375,"Significant"
"cldn15la",135.077295543779,4.81460369009226,1.81223774840098,0.000163965877439692,0.00614993316935413,"Significant"
"ENSDARG00000113076",897.65493213442,2.10825052638386,0.724043304337103,0.000166492898645146,0.00621712436693326,"Significant"
"ifi44c2",630.097583341028,2.22794290256358,0.773581579981596,0.000172400024105457,0.00639026232212048,"Significant"
"lgals3b",5071.6776696107,1.3218397757663,0.424828625749708,0.000173768692773198,0.00642260234003561,"Significant"
"neu3.5",546.107695464747,1.30661028033528,0.42546866664824,0.000174454550654732,0.00643856642190791,"Significant"
"amer2",256.118200250482,1.96359032760244,0.675936250940729,0.000176855428036231,0.00650797087110951,"Significant"
"arpc5b",1843.21231558873,0.956607267816152,0.298600411854368,0.00017705116580148,0.00650797087110951,"Significant"
"ENSDARG00000100185",634.319402590518,2.86436183006941,1.02411690180025,0.000177105103571901,0.00650797087110951,"Significant"
"nansb",307.939203056192,3.132739606526,1.13535828235184,0.000179986473257679,0.00658521937871348,"Significant"
"crp2",239.071592117698,1.86933428784788,0.640270651825395,0.000182457412190321,0.00663854432038248,"Significant"
"trib1",476.899843649948,1.69848754918549,0.576565172258397,0.000182239852354366,0.00663854432038248,"Significant"
"tor1l2",249.850072599977,3.15919645972815,1.15125129556965,0.000185758790027573,0.00672844874449873,"Significant"
"rhcgl1",743.587508226991,6.06741647757117,2.51954895075876,0.000187076244239359,0.00676650238614685,"Significant"
"lyz",2276.01727873294,2.33359333166717,0.821204867968732,0.00018996172896905,0.00685925448545384,"Significant"
"zgc:171776",207.096723596359,3.34517494065844,1.23258015947311,0.000190181656607141,0.00685925448545384,"Significant"
"si:dkey-183p4.10",530.455506322331,1.41149896350797,0.469068059008398,0.000191314761967729,0.00688054721942093,"Significant"
"slc13a3",496.134757174898,1.8853338183777,0.651145783128148,0.000193125805190824,0.00693584247962229,"Significant"
"ms4a17a.1",142.335592794973,4.24265030654436,1.61235591944059,0.000194059481156668,0.00695951647061856,"Significant"
"ampd3b",1331.0265021738,1.58851431774403,0.537989812945247,0.000194793134412785,0.00696612118904961,"Significant"
"nr4a1",1343.86547114879,1.57267607872094,0.530904090522775,0.000194557228190945,0.00696612118904961,"Significant"
"si:ch211-163c2.3",163.803176844451,4.07871782379299,1.54783479376674,0.00019522091555921,0.00697158635775179,"Significant"
"ENSDARG00000115074",2248.16764761936,2.05348290193496,0.71651605467856,0.000197017126956142,0.00702583580024329,"Significant"
"celsr1a",960.838945728032,1.85874939562691,0.642138488884427,0.000197696581496892,0.00703093276048933,"Significant"
"grhl1",859.91088322422,2.140610837506,0.753656287553758,0.000197714654238962,0.00703093276048933,"Significant"
"mapk8ip2",286.031995509533,1.83105888801524,0.632794702916585,0.000200808059064838,0.00711101723126949,"Significant"
"hopx",2501.32353498122,1.38741532228254,0.461591346168462,0.0002031975916536,0.00718559963232499,"Significant"
"trip10b",314.331324367887,2.59719582404503,0.938276401035243,0.000204180372571917,0.00721029714005705,"Significant"
"adam9b",419.780473679923,2.19408294844626,0.777803317404895,0.000204888826232693,0.00722525200157152,"Significant"
"mhc2d18ap",34.098717516723,6.25910588078068,2.40362485240944,0.000205788048248631,0.00722730437534726,"Significant"
"trpm4b.2",541.370666171964,1.78059665216824,0.614091247508359,0.000205802159692397,0.00722730437534726,"Significant"
"cndp2",2364.45968697776,0.87462475961235,0.271446524579744,0.000209021927206463,0.00731000133009637,"Significant"
"cfl1l",6480.98773026585,1.70880053672229,0.586204443700081,0.000213984201125081,0.00746295656055905,"Significant"
"cldn23.2",200.518956957478,2.85995505599702,1.05485934521013,0.000219191277310966,0.00763405884096089,"Significant"
"spic",71.7984951857625,3.99320256489593,1.53194692577591,0.000220570655500186,0.0076610533838455,"Significant"
"clca5.2",2003.51165458513,1.86811432046474,0.653514141841628,0.000220875517726172,0.00766114740348438,"Significant"
"si:dkey-23k10.3",816.310358372485,1.21512941807176,0.40221900668861,0.000226129927487919,0.00781134102378228,"Significant"
"vsir",1885.468131069,1.17194092574546,0.38597828161611,0.000233271612959679,0.00803614367743569,"Significant"
"ENSDARG00000112017",6395.18931628909,4.87533046618076,1.97229503258289,0.00023441380131881,0.00805360695452361,"Significant"
"slc6a19a.2",194.943099117541,2.99830764332717,1.12076371966937,0.000234187351953273,0.00805360695452361,"Significant"
"fbp1a",1638.16831907262,1.23361926884618,0.410805869484991,0.000235929942758585,0.00809472760303644,"Significant"
"lum",433.742474110258,2.37776991658089,0.868218535161619,0.000239511965857713,0.00819544655104224,"Significant"
"frk",321.808228644117,2.23908407364041,0.813087798662516,0.000240652451655927,0.00820790481887458,"Significant"
"f2rl1.2",591.987694958162,2.24340258153448,0.814755897046077,0.000242508964538347,0.00825344267901985,"Significant"
"hoxa13b",208.177024110038,3.02387251864117,1.13930320926695,0.000243020883373714,0.00825545450165462,"Significant"
"zbtb16a",1217.57823262936,1.41970722232,0.484936520783126,0.000243219266919188,0.00825545450165462,"Significant"
"USP53",583.148320511839,1.18067241587255,0.394418005268767,0.000245216502819333,0.00830102059944486,"Significant"
"glipr1a",221.542891130624,2.03643113799029,0.732306262969359,0.00024735765072516,0.00835120270857049,"Significant"
"si:ch211-125o16.4",826.231935800704,5.69501796197463,2.46582226492259,0.000250357597251994,0.00843461963269737,"Significant"
"nfe2",515.387966682419,2.00455114060772,0.72039226540096,0.000251117217972891,0.00844439928607778,"Significant"
"zgc:194839",285.889648822026,3.18116639815141,1.21818803667393,0.000258027145605955,0.00864237553083091,"Significant"
"il16",1661.79756338497,1.39971837367448,0.480682952295496,0.000259066287128644,0.00865844036744715,"Significant"
"sptb",1495.6276092408,1.25173754981718,0.418868742921862,0.000260784628371962,0.00867980706652321,"Significant"
"c1galt1a",72.4245047706241,4.12061791864033,1.61801374146763,0.000262909718633961,0.00873666568278387,"Significant"
"rc3h2",522.67419598286,1.45076514474535,0.502197146640434,0.000263257749445692,0.00873678041517738,"Significant"
"h2af1al",260.455699654407,2.95195863591351,1.12336496197607,0.000264146210355911,0.0087548067497701,"Significant"
"ptger4b",170.839876051521,1.93003627417443,0.69741901572755,0.000268013678546363,0.00887139271480814,"Significant"
"spink2.6",761.963525455491,2.25594231255962,0.830094975247431,0.000268551743543035,0.00887761337357713,"Significant"
"lef1",579.532339543614,1.04294917237653,0.342601270186649,0.000271586088836067,0.00895569943728529,"Significant"
"ENSDARG00000038587",1774.82135841325,1.44686646940168,0.499919607229705,0.000272995524545762,0.00898935262968545,"Significant"
"zfp36l2",2113.17738033143,1.25741535425772,0.42597464194705,0.000274145601490139,0.00901551456002915,"Significant"
"ppp1r13l",1339.56830241396,1.35165798141849,0.464049964208332,0.000274841509123095,0.00902669231064258,"Significant"
"zp2.1",606.32825800347,4.59501866686032,1.90259277899833,0.000278380525023351,0.0091310972987931,"Significant"
"ENSDARG00000104040",128.612674091444,1.93879579389527,0.705454495983583,0.000281640073404542,0.00921417298215763,"Significant"
"rac2",3404.32382376266,0.976438604104815,0.317772456445598,0.000281524625063368,0.00921417298215763,"Significant"
"acot11a",391.154747262666,1.41509872707836,0.493150133698932,0.000284971352593827,0.00931045492339551,"Significant"
"utrn",2356.27602861394,1.02057617611811,0.335049658551768,0.000285317431491947,0.00931045492339551,"Significant"
"ENSDARG00000105157",311.929982549711,1.77423836935616,0.639922204322029,0.000287309615212498,0.00936341297392401,"Significant"
"myoc",595.836416397589,2.23782412575916,0.829402222676052,0.000289069605749759,0.00940867760434548,"Significant"
"ENSDARG00000109683",442.331764274539,2.2731154135938,0.847051417426102,0.000289764508905368,0.00941343804148756,"Significant"
"krt4",28159.6695897483,1.83992315526887,0.669074209041113,0.000296262147126788,0.00959352074125123,"Significant"
"si:dkey-29p23.1",1419.49721817226,0.85329173026519,0.272848820028159,0.000298935179592307,0.00965541589625853,"Significant"
"nmt1b",426.035288881401,1.50044432332611,0.532379153919843,0.000308676438522922,0.00995736781011284,"Significant"
"kcnt2b",119.183277594565,2.03777589875893,0.758012263567385,0.00030921678230297,0.00996212390761346,"Significant"
"anxa3a",563.841110992297,5.35819537798668,2.39925803892098,0.000316535115756506,0.0101849592132059,"Significant"
"ENSDARG00000115941",194.365353986161,2.36998749517582,0.900834968775359,0.000317852884139868,0.0102106274238217,"Significant"
"si:dkeyp-67a8.4",39.256951987606,5.65473894565301,2.20527430015582,0.000318975973147594,0.0102245711746615,"Significant"
"cd59a",479.754843012466,1.59713258475662,0.574190477854943,0.000319539914489681,0.0102297153180377,"Significant"
"ccl25a",423.8724745609,1.25253494359606,0.433131973120175,0.000323095310980217,0.0103174831358985,"Significant"
"si:ch73-335l21.4",3731.79058631984,1.6610096652336,0.59916626158231,0.000322950210254246,0.0103174831358985,"Significant"
"si:ch211-283g2.5",433.703745119158,1.44809107686547,0.51245666248439,0.000326110807680154,0.0103876124732793,"Significant"
"ENSDARG00000100234",414.84916675903,1.91783567690337,0.709008109540506,0.000327444530274804,0.0104170088646395,"Significant"
"btk",238.534139155365,1.89631944349456,0.702199346819498,0.000330642476387212,0.0105055638957366,"Significant"
"mcl1a",9076.85509884557,1.35455755673075,0.472546274085924,0.000333396914876712,0.0105402478512457,"Significant"
"nt5c1bb",290.040778348135,2.26899832347988,0.866106986993916,0.000338884987617051,0.0106738246720874,"Significant"
"ENSDARG00000104284",36.3409161870762,3.86263135784307,1.54737016972136,0.000339503335576083,0.0106800335899896,"Significant"
"slc22a21",962.702886504706,1.07654169471745,0.365358931976944,0.000341765314766562,0.0107378680990163,"Significant"
"ank1a",789.645963679354,1.94571623116743,0.725264376688647,0.00034396246252032,0.010793525046043,"Significant"
"mrc2",30.2209226713817,5.33968860494091,2.06313124179816,0.000345336265950787,0.0108232398308804,"Significant"
"serpinb1l1",1142.43667169092,1.2216528555022,0.423851995337451,0.000345879084240418,0.0108268693591553,"Significant"
"arpc1b",4845.61900655517,1.00052821369237,0.332898871500669,0.000349265208818852,0.0108411522424903,"Significant"
"jund",3232.97355848807,1.3706778759556,0.480284102263847,0.000349328392116527,0.0108411522424903,"Significant"
"s100u",2117.37620478643,1.5719582544957,0.565086073871647,0.000348732032147664,0.0108411522424903,"Significant"
"slc6a19b",687.618447222719,2.83821646224185,1.12149491280236,0.000347827973072945,0.0108411522424903,"Significant"
"zgc:152753",1193.44385727355,1.54325834801486,0.556498256170204,0.000347068228192172,0.0108411522424903,"Significant"
"zgc:172120",172.432018647958,2.22778836571878,0.853282721958919,0.000351370278475197,0.010891189988678,"Significant"
"si:dkey-172h23.2",1128.12238761349,1.33171797132999,0.468119041792037,0.000353471288101069,0.0109169122745838,"Significant"
"zgc:136254",81.427150873415,4.15416536971645,1.7351392700104,0.000353491815319791,0.0109169122745838,"Significant"
"igsf5a",505.03356175091,1.20183658846498,0.417396017374326,0.00035967442821107,0.0110808567767821,"Significant"
"zgc:123295",325.883727337543,2.62718383691318,1.03042376667613,0.000359310907551866,0.0110808567767821,"Significant"
"zgc:153284",229.419429270498,3.82839138027906,1.6004613475635,0.000361987355978642,0.0111167929448588,"Significant"
"ENSDARG00000104895",132.200923758185,3.95885658230686,1.66476796187605,0.000368167163112515,0.011251375608504,"Significant"
"si:ch211-39f2.3",505.099487468463,2.18273092118489,0.838829944660391,0.000369577571142924,0.0112763409342104,"Significant"
"fam83fb",324.916853484585,2.0620464744723,0.787307830842806,0.00037341884484072,0.0113525597253435,"Significant"
"si:ch73-343g19.4",74.2402401921383,3.4580100102536,1.41611962870135,0.000376788969390586,0.0114412985855069,"Significant"
"ENSDARG00000100621",1528.84952337219,2.17836479223891,0.841055316803402,0.000384461077989308,0.0116463687364623,"Significant"
"hemgn",2429.85110898433,1.69404928218862,0.626448568607423,0.000386977627502024,0.0116839658699923,"Significant"
"themis",188.203074110786,2.00815606584887,0.76749652039767,0.000387084651184915,0.0116839658699923,"Significant"
"chad",145.38016385498,2.0003825003591,0.765490218068533,0.000390165333930199,0.0117629512982166,"Significant"
"cldnd",148.886463236312,2.49079672291385,0.983733004811303,0.000390659587080514,0.0117638644066822,"Significant"
"vopp1b",37.5114870987776,3.73124719885688,1.53697948966533,0.000394072472427186,0.011838516040748,"Significant"
"ccl38.6",727.529514587198,1.57463785175259,0.578651506618959,0.000398573470908696,0.0119335996193176,"Significant"
"elovl7a",680.964188759578,2.21561707688046,0.863533803175294,0.000398649531751608,0.0119335996193176,"Significant"
"foxq1a",1002.66010032056,5.49944999580117,2.67778648016098,0.000401629505140373,0.0120086274797573,"Significant"
"avil",114.024971562902,2.42072868281992,0.954288490543301,0.000402406876114602,0.0120176988738348,"Significant"
"arglu1a",4078.84438376501,0.818475588829378,0.267961005148122,0.000407959380241934,0.0121548884677253,"Significant"
"nfil3-6",1677.1796386804,0.960337490584506,0.325525213508655,0.00041212449445806,0.0122501952602393,"Significant"
"actn4",3787.72560389298,1.26378528070096,0.447644226024369,0.00041330623010766,0.0122709361409599,"Significant"
"irg1l",7093.76815555479,5.65791565580727,2.80674866149419,0.000417801415205256,0.0123782644047708,"Significant"
"vaspa",568.805175388123,1.41257368760026,0.513070862455669,0.00041789762691713,0.0123782644047708,"Significant"
"zgc:158427",765.779786473806,4.237563751512,1.87807751251346,0.000418776428182491,0.0123898206961109,"Significant"
"si:ch211-250m6.12",228.019781661177,2.79299070872841,1.13782251374521,0.000421150110270789,0.0124455256945406,"Significant"
"itpka",615.169745471293,1.57286405003263,0.583913883368362,0.000422132188989355,0.0124553009119053,"Significant"
"lad1",502.671552811618,1.78528946351228,0.676857562203304,0.000422463371494322,0.0124553009119053,"Significant"
"ogfr2",5027.07129571479,1.75810416844265,0.662917870695882,0.000428091779553733,0.0125874580236012,"Significant"
"si:dkey-152b24.8",259.726210430027,2.08226273616632,0.813352547020638,0.000428931718887454,0.0125874580236012,"Significant"
"tm9sf5",1937.9940272489,1.92086362216,0.735903701492969,0.000428913085123603,0.0125874580236012,"Significant"
"si:ch211-218k8.1",44.7426064729799,4.81702011934393,2.07434005956823,0.000435621183485159,0.0127542437728247,"Significant"
"urgcp",151.244973037794,4.12225293498515,1.82820694904141,0.000437780295576495,0.0127879255695185,"Significant"
"si:dkey-73n8.3",199.483766393265,1.92249607051722,0.744738501195301,0.000441713141041326,0.0128731456219573,"Significant"
"qkia",4262.9702343773,0.97361042405538,0.330389618977854,0.000442710878261325,0.0128874102391686,"Significant"
"palm3",692.881369874449,1.12130257396505,0.393748855452867,0.000443582983513706,0.0128979891593922,"Significant"
"c1qb",1199.03206450874,1.3799124988294,0.501280370309417,0.000444258275013865,0.0129028276780946,"Significant"
"prrx1b",124.538677800652,1.79903597296141,0.693175503236691,0.000454429487544753,0.0131680681790825,"Significant"
"cldn23.1",1038.67644931659,6.51177813538899,3.98627901674738,0.000460986630329748,0.0133276123284045,"Significant"
"RNF14",1608.54298019508,0.978414006090593,0.336993788145449,0.000462304149094028,0.0133352920367225,"Significant"
"slc14a2",116.372984211246,2.98867549327606,1.24834630525967,0.000462231080022463,0.0133352920367225,"Significant"
"foxd2",211.776677059344,2.54238235872505,1.036307113662,0.000464887688403105,0.0133945765221145,"Significant"
"niban1b",352.442176127029,1.23278819861717,0.443992763052085,0.000467213441189505,0.0134310621330611,"Significant"
"ifi44f1",1714.31094483317,1.70030455919632,0.649690713804007,0.000472810866762437,0.0135458977703521,"Significant"
"si:ch211-216p19.6",107.587381457209,2.01473517399614,0.79471856870863,0.000476300922142601,0.0136304851929183,"Significant"
"ENSDARG00000110680",791.32360306738,1.98525468384146,0.77929273252618,0.000477287721472606,0.0136433260179683,"Significant"
"ENSDARG00000101939",578.921878395005,1.74154646435181,0.669121631901781,0.000480446044359305,0.0137027102977842,"Significant"
"zgc:194398",298.871779525587,2.09600329463243,0.831607638972971,0.000479955392536625,0.0137027102977842,"Significant"
"ENSDARG00000095486",60.4311924327266,3.55238661402288,1.54333774006962,0.000488830950373136,0.0139105597606183,"Significant"
"septin9b",1118.36412024361,1.19775420072129,0.432247483081291,0.000491431403170513,0.0139685006413183,"Significant"
"slc2a11a",193.690315816789,2.61912137418551,1.08331786266977,0.000491968884744518,0.0139685006413183,"Significant"
"ezrb",3292.90690030955,1.36274361817213,0.502072763460861,0.000494027935643282,0.0139956182214921,"Significant"
"fgfr2",1867.20253830822,0.946372984526517,0.325595523206437,0.000493643376529922,0.0139956182214921,"Significant"
"adgrg6",912.063287346422,1.05242114727633,0.371693174647495,0.000498987781574346,0.0141203517877428,"Significant"
"rasgef1ba",1098.31501992312,1.11920509295425,0.398923887390675,0.000499618626830391,0.0141224417873852,"Significant"
"si:ch211-246e12.3",300.384303335519,1.46995896777246,0.554100946257854,0.000501494410189897,0.014142589067201,"Significant"
"zgc:123107",797.942359676023,1.81548011537637,0.70692718074085,0.000504625533925955,0.0141849006792601,"Significant"
"kctd14",751.43897956245,1.05607189750471,0.37423975922391,0.000509343321152134,0.0142961772877976,"Significant"
"mhc1lja",156.03800113475,3.3621382947976,1.47322934944903,0.000512585794066967,0.014308053154681,"Significant"
"ptgis",386.278469050267,1.92175683430793,0.762081424064392,0.000512816108157241,0.014308053154681,"Significant"
"tbc1d10c",539.044284214664,1.17029152338368,0.422342909562929,0.000514290796871848,0.014308053154681,"Significant"
"slc12a7a",1491.95363819194,0.957854547663844,0.332053764013407,0.000521971579491692,0.0144324857121176,"Significant"
"itpr1b",878.439308769643,1.30928746199659,0.48186012386553,0.00052361818804685,0.0144622430914247,"Significant"
"nckap1l",1445.99583157462,1.00179761797949,0.351220315852308,0.000531609497296856,0.0146669845527332,"Significant"
"rbfox1",401.281428957014,1.60279191519076,0.620237599502369,0.000538729509730541,0.0148472681730629,"Significant"
"ASS1",658.452351113387,2.17912745949214,0.890146857546824,0.000541392842500263,0.0149044685359329,"Significant"
"dennd3b",1560.2262822566,1.09386340336572,0.391059612935684,0.000552308817840931,0.0151884924906256,"Significant"
"ENSDARG00000106212",214.228208075837,3.47654630844586,1.56043772679252,0.000555054813651039,0.0152309683984005,"Significant"
"prkcdb",2390.24093234123,1.28430613373743,0.47629695381909,0.000556530210955173,0.0152384703010458,"Significant"
"plk3",1786.15512191769,1.44026265969675,0.54292365933629,0.000557428859772859,0.0152466113695155,"Significant"
"mogs",3319.29713311286,0.816263626305463,0.27636269953264,0.000564652056530929,0.0153613228469332,"Significant"
"plek2",576.51610732996,1.79253466525266,0.71196177076377,0.000564582334962595,0.0153613228469332,"Significant"
"zgc:113333",656.069008176943,1.71316558872303,0.675108499413707,0.000563996474437119,0.0153613228469332,"Significant"
"casp3b",864.266490716325,1.38011439591561,0.522331616914811,0.000568637673389583,0.0154201157313293,"Significant"
"si:cabz01074946.1",190.950345176039,1.73895006701813,0.686520589357188,0.000568285810619757,0.0154201157313293,"Significant"
"ogna",237.888572469082,2.6820113775666,1.14676629427,0.000571896337851005,0.0154919141519361,"Significant"
"mhc2d8.35a1",246.059187098201,1.52219367640015,0.589809655056658,0.000573691231430493,0.0155239500244612,"Significant"
"si:dkeyp-74b6.2",253.347526215057,1.59833447099713,0.624386594597746,0.000581307687630596,0.0156798472551849,"Significant"
"myo9b",1638.81360531705,1.60359060232304,0.627864076646459,0.00058795802507398,0.0157920293704987,"Significant"
"slc25a55b",720.713645201911,1.89082119312427,0.761398866040518,0.000589379256166596,0.0158134508360889,"Significant"
"zmp:0000001082",1315.14017366434,1.20239604297878,0.443053325029752,0.000593216150481102,0.0158827829941376,"Significant"
"ENSDARG00000115490",37.838784038878,4.34689541561512,1.97691524023655,0.000594900306567021,0.0159006040742996,"Significant"
"kank1a",1449.16205845933,1.03197861927158,0.367806653098447,0.000595135999467968,0.0159006040742996,"Significant"
"fuca1.1",3236.57385190811,1.48488562012296,0.570047835990743,0.000597014446402515,0.0159172463601848,"Significant"
"cabz01093075.1",1285.25739016161,0.911582372822036,0.318163820990169,0.000598950127606303,0.0159520803418674,"Significant"
"ENSDARG00000111610",76.1114321894683,3.29128117720576,1.46986007252723,0.000601092870653424,0.015992350194562,"Significant"
"si:ch211-217k17.9",3894.87204434428,5.120105662711,2.75566858309451,0.000604074620320714,0.0160380230347976,"Significant"
"si:ch73-44m9.3",822.437194274926,1.66061789735114,0.658623423655562,0.000603756368457006,0.0160380230347976,"Significant"
"plcg2",1414.4177670289,1.0654816834836,0.384568291211255,0.000605204025995618,0.0160512009195804,"Significant"
"zgc:154055",593.550591794734,1.04698697425784,0.377857119721901,0.000606968867759009,0.0160811866687875,"Significant"
"CDCP1",601.824540739487,1.74075534818364,0.698179277051912,0.000617155623753033,0.0162999800419356,"Significant"
"mid1ip1l",1420.13055863766,0.961125093341835,0.341298092616048,0.000621262789632349,0.0163743430677008,"Significant"
"rgs18",433.090735374235,1.20161680657896,0.448132355675707,0.000626263817306475,0.0164548384329593,"Significant"
"bhlhe40",4225.6879110626,1.19236112887894,0.440366085751733,0.000631182716112576,0.0165010852267707,"Significant"
"cd36",107.134492597386,2.42704986234254,1.03745634225163,0.000633561792899791,0.0165437273521877,"Significant"
"mafbb",788.877381191014,1.32255298087915,0.504848000168289,0.000639689266994449,0.016618157135906,"Significant"
"paxbp1",1229.24851879272,0.825114664078756,0.283201109229752,0.00063919040079783,0.016618157135906,"Significant"
"bach1b",2051.3116122379,1.34080154836534,0.509998839871948,0.000642404457866622,0.016671612107685,"Significant"
"hlfa",1169.1138689301,1.45199103997223,0.56660119350002,0.000650629999566321,0.0168333914683715,"Significant"
"cyp46a1.1",68.9538405557288,3.06371193931272,1.37590616965276,0.000654263019694992,0.0169101313602105,"Significant"
"si:dkey-124l13.1",530.214523518941,1.06452413769547,0.388883502849578,0.000660178556882394,0.0170456489916019,"Significant"
"epb41b",1994.97420522121,1.39731429867474,0.538057727024391,0.00067957363670877,0.0174929843236049,"Significant"
"ezh1",1581.06872882658,0.980713976012601,0.355597767528534,0.000682230443822976,0.0175435627820807,"Significant"
"ENSDARG00000112125",106.760813166599,2.75016819868959,1.2260471143133,0.000683441222295125,0.0175568917844913,"Significant"
"prf1.6",380.413079908528,1.74419453441431,0.713782820608505,0.000684344230171796,0.0175622955020303,"Significant"
"si:ch211-122f10.4",960.685967265123,1.23891616789273,0.46788129369751,0.000686291591348921,0.0175944623848856,"Significant"
"ENSDARG00000074732",109.030252140413,2.4362934825224,1.06457395720919,0.00070155785956989,0.0179245525280697,"Significant"
"gipc2",850.00339942143,1.39216469521039,0.540121263684907,0.000700592842889627,0.0179245525280697,"Significant"
"smpx",366.426697819618,1.92818090434105,0.805483657471769,0.000700043149101859,0.0179245525280697,"Significant"
"cyp8b1.2",205.791544253408,2.46388323841535,1.08386500504752,0.000704124891095519,0.0179306168144366,"Significant"
"si:dkey-246g23.4",182.670735804401,2.10052237057775,0.892667927403162,0.000704353947827996,0.0179306168144366,"Significant"
"tpst2",353.625553678742,1.17407977631562,0.441130314945518,0.000706985510588004,0.0179795562898283,"Significant"
"grin2ca",38.7402821192606,4.00099865996107,1.91652699220084,0.000709754273835437,0.018013833446544,"Significant"
"si:dkeyp-86h10.3",311.817203517175,2.42448327243195,1.06237706262796,0.000709634693927151,0.018013833446544,"Significant"
"axin2",513.653577336233,1.01712020272073,0.371480335343705,0.000716229983607233,0.0181418693649964,"Significant"
"si:dkey-12l12.1",382.17273351406,2.0152859408959,0.850787923016572,0.000717057295674015,0.0181446983351444,"Significant"
"zgc:174935",701.452074452454,2.05789542612836,0.874869925843826,0.000718175496566022,0.0181534946191064,"Significant"
"agr2",739.394545342329,1.69325105169066,0.69244157702105,0.000720578351766194,0.0181612963310456,"Significant"
"nlrp16",581.441638014625,5.60083342453134,3.84296325172539,0.000724088119192395,0.0181980932578207,"Significant"
"gjb10",447.689396693525,1.63198686128667,0.661111181018011,0.000727728802079557,0.0182688750264625,"Significant"
"esyt3",921.962082838943,1.82593889378613,0.757735385859639,0.000730521413160726,0.0183027375797334,"Significant"
"tet3",687.011600735299,1.00412443685489,0.366817770013671,0.000731694445641164,0.0183140302756483,"Significant"
"mhc2dhb",9097.26626667925,1.30747958403349,0.503086769496552,0.000734717525297595,0.0183534609398232,"Significant"
"arglu1b",3197.14235083758,0.750656697802216,0.257295835542886,0.000738102615187624,0.0184072753246906,"Significant"
"cd247",125.350698495518,2.08298277350038,0.892152929447314,0.000738323762776982,0.0184072753246906,"Significant"
"fa2h",1196.40338148339,1.47720747878564,0.587687669741418,0.000740250990278667,0.018437194360035,"Significant"
"ENSDARG00000116299",374.918045286358,1.20950286385989,0.463479429685013,0.000752466639155424,0.0186863777040017,"Significant"
"lrrc17",1059.75227082311,2.20146745788243,0.956851458108113,0.000757159796089551,0.0187473987950969,"Significant"
"si:dkeyp-34c12.1",421.711168318071,1.10794971628264,0.416681276603215,0.00075892752147406,0.0187473987950969,"Significant"
"sik1",2600.79962607673,1.38377743186565,0.546175356717127,0.000760099623796476,0.0187473987950969,"Significant"
"slco1f4",173.744462466381,3.09178987835103,1.45175875795529,0.000759585088030136,0.0187473987950969,"Significant"
"zbtb7b",597.903215166738,1.49255056258901,0.600074758175836,0.000759821068654374,0.0187473987950969,"Significant"
"atp10b",969.469170253429,1.02846021450619,0.378844897098307,0.000764089608451934,0.0188210059180969,"Significant"
"nccrp1",2886.71534240738,1.14290031344738,0.433012352408651,0.00076612077123338,0.0188210059180969,"Significant"
"nfatc3a",1037.69537855705,0.881379384971474,0.314464010223221,0.000765795775157247,0.0188210059180969,"Significant"
"havcr1",827.31458244748,1.11237975683433,0.419062739686394,0.000770167614483318,0.0188672462465938,"Significant"
"ltbp3",1637.09193692085,0.983482666443557,0.358465000500308,0.000769874932900611,0.0188672462465938,"Significant"
"si:ch211-237a4.2",247.897334447075,1.64702525044699,0.67827353056937,0.0007728755123147,0.0189153075431846,"Significant"
"irf2bp2a",1207.03452791417,1.21318418948828,0.466265319087012,0.000777975143943824,0.0190217548454153,"Significant"
"hbaa1",75751.8586140491,1.22207586861504,0.461485337468013,0.000782428636287263,0.0191122139432212,"Significant"
"alox5b.1",60.9524777007864,2.62462611412003,1.18402843680116,0.000783592354631707,0.0191222176628363,"Significant"
"NAV1",204.448465895622,1.48248083517038,0.599509741434468,0.000788515292269807,0.0192113456059494,"Significant"
"dhrs11b.1",268.540324710286,1.55482684066678,0.632706971427936,0.000790388719197381,0.019232539323656,"Significant"
"glb1",442.90890630472,1.31411431539734,0.515326409366277,0.000800099538121046,0.0194229775265772,"Significant"
"ifit9",79.0347092594872,3.29153022816138,1.57816549065706,0.000800513173546568,0.0194229775265772,"Significant"
"si:ch1073-365p7.2",238.443561372904,2.25494100179771,1.00029913478736,0.000805752857066835,0.0195023562095291,"Significant"
"rasa4",363.803396734318,1.41952557810411,0.570223016057667,0.000807718469674225,0.0195230713046615,"Significant"
"cd8a",124.907918166977,1.72425074261845,0.722301033803634,0.000810337268689479,0.019549097476329,"Significant"
"nlrp12l",301.530543476144,1.50760132164436,0.61219742461976,0.000809715445381438,0.019549097476329,"Significant"
"slc16a9a",612.018167827783,1.3452384875137,0.533564261641269,0.000813627912427695,0.0196098248285211,"Significant"
"si:dkey-249d8.1",673.295243348105,1.26393415009743,0.494996258555493,0.000814900832782336,0.0196218524360837,"Significant"
"tp63",871.532223014922,1.88114118174945,0.801989474216082,0.000817361084372435,0.0196461658724241,"Significant"
"ENSDARG00000071588",61.8443372866819,3.10009360519546,1.46776660106706,0.000821690546169739,0.0197291323845963,"Significant"
"itgav",3448.51073263472,0.953092772546289,0.347614312211977,0.000832128715381287,0.0199043618665024,"Significant"
